Checked,Ion,Charge,Molecular Weight,m/z,RT [min],FWHM [min],# MI,Area,Parent Area [%],Study File ID
FALSE,[M+H]+1,1,503.30052,504.3078,1.37,0.098,4,6025699.32,53.894,F1
FALSE,[M+H]+1,1,834.65904,835.66632,11.142,0.1,3,1.108322815E7,100.0,F1
FALSE,[M+H]+1,1,750.50347,751.51074,0.873,0.1,4,1.075883406E7,100.0,F1
FALSE,[M+H]+1,1,774.54149,775.54877,8.151,0.105,3,739367.8499,100.0,F1
FALSE,[M+H]+1,1,715.51543,716.52271,8.872,0.084,2,5019228.301,47.018,F1
FALSE,[M+H]+1,1,629.61193,630.6192,12.36,0.087,5,1.085023996E7,100.0,F1
FALSE,[M+H]+1,1,896.72301,897.73029,17.468,0.148,5,1.08442271E7,100.0,F1
FALSE,[M+H]+1,1,747.57848,748.58575,9.746,0.08,2,1.07648414E7,100.0,F1
FALSE,[M+H]+1,1,789.55235,790.55963,8.994,0.101,3,1.076268009E7,100.0,F1
FALSE,[M+H]+1,1,777.56749,778.57477,9.916,0.087,2,4693057.159,44.087,F1
FALSE,[M+H]+1,1,777.53093,778.53821,7.586,0.112,2,1.061710146E7,100.0,F1
FALSE,[M+H]+1,1,694.35088,695.35815,4.332,0.294,5,1.053919401E7,100.0,F1
FALSE,[M+H]+1,1,889.81005,890.81732,17.842,0.14,3,1.050300434E7,100.0,F1
FALSE,[M+H]+1,1,691.55235,692.55963,8.95,0.077,4,1.046324536E7,100.0,F1
FALSE,[M+H]+1,1,845.66222,846.66949,10.3,0.142,3,1.040636172E7,100.0,F1
FALSE,[M+H]+1,1,795.61406,796.62134,9.623,0.091,4,1.024011377E7,100.0,F1
FALSE,[M+H]+1,1,853.56206,854.56934,7.646,0.056,4,1.008134883E7,100.0,F1
FALSE,[M+H]+1,1,809.59325,810.60052,10.015,0.083,2,1.008062212E7,100.0,F1
FALSE,[M+H]+1,1,835.60857,836.61584,9.654,0.075,2,9996718.772,100.0,F1
FALSE,[M+H]+1,1,793.59899,794.60626,9.698,0.074,2,9853809.796,100.0,F1
FALSE,[M+H]+1,1,635.69451,636.70178,16.638,0.177,4,9700409.339,100.0,F1
FALSE,[M+H]+1,1,945.77867,946.78595,15.473,0.139,4,9653129.159,100.0,F1
FALSE,[M+H]+1,1,878.73363,879.74091,16.798,0.177,3,9626479.651,100.0,F1
FALSE,[M+H]+1,1,777.56725,778.57452,9.697,0.128,3,4513634.194,47.275,F1
FALSE,[M+H]+1,1,773.536,774.54327,8.804,0.082,3,4183517.079,43.997,F1
FALSE,[M+H]+1,1,871.76323,872.77051,16.543,0.099,2,9474758.964,100.0,F1
FALSE,[M+H]+1,1,661.5656,662.57288,11.037,0.07,5,9404291.874,100.0,F1
FALSE,[M+H]+1,1,902.73375,903.74103,16.53,0.11,4,9371309.067,100.0,F1
FALSE,[M+H]+1,1,801.55193,802.5592,8.369,0.059,3,352319.2967,4.667,F1
FALSE,[M+H]+1,1,602.52733,603.53461,15.047,0.171,2,9278468.489,100.0,F1
FALSE,[M+H]+1,1,529.31658,530.32385,1.573,0.033,2,5491942.234,59.31,F1
FALSE,[M+H]+1,1,899.79448,900.80176,16.788,0.093,2,9234464.503,100.0,F1
FALSE,[M+H]+1,1,727.55272,728.56,10.031,0.106,2,4396033.252,47.745,F1
FALSE,[M+H]+1,1,598.49645,599.50372,7.415,0.046,5,9196427.851,100.0,F1
FALSE,[M+H]+1,1,854.734,855.74127,17.506,0.124,4,9172406.625,100.0,F1
FALSE,[M+H]+1,1,855.5775,856.58478,7.862,0.071,5,9151252.643,100.0,F1
FALSE,[M+H]+1,1,604.54326,605.55054,10.477,0.092,4,9126809.097,100.0,F1
FALSE,[M+H]+1,1,631.62688,632.63416,13.465,0.089,4,9092701.279,100.0,F1
FALSE,[M+H]+1,1,784.58104,785.58832,9.123,0.112,2,9055615.54,100.0,F1
FALSE,[M+H]+1,1,590.4337,591.44098,9.127,0.062,4,8873088.194,98.253,F1
